idx1 idx2 fgted time1 time2
10 19 4135.600385192748 6.334063768386841 385.95108461380005
11 12 4516.503679895034 4.499609470367432 578.683019399643
11 13 4141.199459274693 8.138171434402466 563.213579416275
11 14 5388.702623577396 5.19952130317688 550.6084101200104
11 15 3114.0920552035514 5.166369438171387 748.4854910373688
11 16 4313.504756021693 5.574156045913696 691.7055773735046
11 17 3817.7688060678356 8.470953464508057 616.7734224796295
11 18 3641.737852404627 6.417538404464722 788.6024496555328
11 19 4220.879959371715 11.517109155654907 722.2343511581421
12 13 2807.13522673799 12.364341974258423 960.0223937034607
12 14 5125.880937131217 12.3855619430542 576.6709916591644
12 15 3881.167144404603 5.690352201461792 516.5649406909943
12 16 4029.083306844201 5.895460367202759 485.76993560791016
12 17 3412.541000250701 5.322060823440552 642.9023382663727
12 18 3621.53041713984 5.7418389320373535 610.6155288219452
12 19 3834.1501061744625 5.5419721603393555 616.4770696163177
13 14 4454.9663767848615 5.411942005157471 482.21169662475586
13 15 3174.702574964905 5.934076309204102 523.6726500988007
13 16 3361.7487523238956 5.671661615371704 612.8410220146179
13 17 2773.7907478847133 6.689928293228149 856.3393530845642
13 18 3128.225718178081 5.95631217956543 755.0062065124512
13 19 2623.7877714777355 6.711798906326294 1008.5794887542725
14 15 4466.41032621549 7.472511053085327 699.0633952617645
14 16 3922.897294977695 7.010854959487915 1016.6857254505157
14 17 3806.254334242358 7.114967346191406 969.4457981586456
14 18 4563.269787312187 7.927608251571655 881.0612211227417
14 19 4672.609612258892 8.73545789718628 1051.754929304123
15 16 2670.1320413155718 8.00241470336914 950.1484951972961
15 17 2720.8414915058984 7.965145826339722 805.9564695358276
15 18 2386.4011515509314 7.862860918045044 762.0821008682251
15 19 2924.7361225385916 6.368168592453003 804.1534872055054
16 17 2637.479740050648 7.720762729644775 720.3480246067047
16 18 3036.4849821486137 5.364351987838745 595.4420564174652
16 19 3545.115094989858 6.649289131164551 903.1669313907623
17 18 2490.2918894052405 7.115136384963989 807.5560033321381
17 19 3262.102845405539 7.525333404541016 937.3673567771912
18 19 2867.8230467624 8.31601619720459 898.7610695362091
20 21 6546.754222824533 2.6329827308654785 227.4316349029541
20 22 5435.66418130836 3.233062267303467 228.34357213974
20 23 4887.696250834198 7.471656322479248 249.41053819656372
20 24 6266.946859874993 6.773815393447876 237.42266082763672
20 25 5316.586444761536 4.4140098094940186 329.40704369544983
20 26 4813.548681691221 4.81701397895813 307.2224335670471
20 27 5845.928581506938 4.634213924407959 290.42650294303894
20 28 5249.2540348089315 4.029193639755249 333.6931526660919
20 29 5184.700639888184 4.36738133430481 364.13838958740234
21 22 5128.755344142309 3.7605082988739014 354.142169713974
21 23 4995.679868925755 5.622282981872559 499.9281232357025
21 24 3160.652727961443 9.09896206855774 432.9557464122772
21 25 3497.0801151369733 6.146305561065674 548.9894001483917
21 26 4317.620310910172 9.630962133407593 503.2893269062042
21 27 4139.974352129593 11.925320386886597 536.8770446777344
21 28 4546.467607882107 5.947530746459961 527.3454988002777
21 29 4219.1527153304405 11.157274961471558 538.1598036289215
22 23 3711.566459891746 9.871468544006348 511.2962739467621
22 24 4402.106889923766 5.737753391265869 546.5329170227051
22 25 3926.3849573870325 10.742706298828125 543.1328339576721
22 26 3314.83 6.25414252281189 6100.345975160599
22 27 4348.964008855092 10.057456254959106 531.4897553920746
22 28 3374.871033898421 6.89601469039917 570.9279475212097
22 29 3389.922138935202 5.219268321990967 609.809244632721
23 24 4323.402672441612 6.61909294128418 621.5778386592865
23 25 3618.4281733828466 8.93058967590332 706.8462419509888
23 26 3201.7527461799655 6.703005075454712 736.8922395706177
23 27 4023.76260713959 6.211623907089233 715.7990663051605
23 28 3569.1435866851493 5.52552056312561 978.857323884964
23 29 3582.8492694802376 6.093966007232666 954.3148739337921
24 25 2896.1343370732243 7.329557180404663 769.9281404018402
24 26 3349.267194936621 7.287858247756958 792.4588370323181
24 27 2919.2392990900817 6.441646575927734 670.0208094120026
24 28 3778.7118924026813 5.534370183944702 596.9817645549774
24 29 3685.8566806029307 6.058008909225464 634.6878445148468
25 26 3084.345328077249 6.034316539764404 716.0316967964172
25 27 3083.1692928388043 6.181075811386108 791.5639405250549
25 28 3302.1983062781082 5.95339035987854 633.138299703598
25 29 2972.6258848381626 5.980292320251465 749.9140274524689
26 27 2970.5412357559644 6.600780487060547 705.228682756424
26 28 2692.8606278252814 7.192187070846558 733.7475051879883
26 29 2932.935140114259 6.749379634857178 666.5511226654053
27 28 3613.1244184095526 6.6993584632873535 708.156210899353
27 29 3751.2103223387653 6.2349090576171875 804.3171801567078
28 29 3179.782593734391 6.71095609664917 726.5414056777954
30 31 5733.134969673304 3.2944836616516113 253.87469387054443
30 32 4597.009942909771 3.000563621520996 162.72208070755005
30 33 4583.657901376563 3.308450222015381 180.40595197677612
30 34 4812.21772959331 2.7331955432891846 180.64486861228943
30 35 4607.686361782034 3.579179048538208 189.9080412387848
30 36 4488.875446162138 3.433950901031494 206.95241808891296
30 37 4454.502266674183 3.467777967453003 192.67592453956604
30 38 4476.513059727632 3.738909959793091 185.20350432395935
30 39 4474.534183695804 3.862107038497925 246.31113719940186
31 32 5081.992330781975 3.3123433589935303 246.18608784675598
31 33 5433.547310185707 3.537074089050293 273.36001992225647
31 34 3762.7416606492216 3.988969564437866 289.02526926994324
31 35 4018.992426750672 4.010004281997681 341.84728932380676
31 36 4163.39955908692 4.2654383182525635 367.6146240234375
31 37 3703.1965580436286 4.3533430099487305 347.8757972717285
31 38 4149.084346840222 4.8011555671691895 400.81713914871216
31 39 3810.3874562153887 4.874495983123779 352.51857805252075
32 33 3932.3653540440673 4.380711793899536 287.8267014026642
32 34 4278.517579399723 3.9996860027313232 336.7981266975403
32 35 3978.52107575986 4.298361301422119 364.29859590530396
32 36 2835.5690052731406 4.3792338371276855 386.9261224269867
32 37 3867.3268271358434 4.022915363311768 392.0788085460663
32 38 3916.262692864079 4.8758275508880615 359.79317831993103
32 39 3648.855634107944 4.478260278701782 506.77184438705444
33 34 4590.017249254126 5.206961393356323 427.8305048942566
33 35 4165.314332451829 4.631345748901367 520.0384042263031
33 36 3831.194443117786 4.826204299926758 503.591805934906
33 37 3647.167430329895 5.163672685623169 509.1326138973236
33 38 3790.924242298404 5.3371052742004395 476.6484251022339
33 39 3882.089371645222 4.7054054737091064 535.949964761734
34 35 2848.7911071645717 5.642213344573975 473.403342962265
34 36 3211.3573085686235 5.438490629196167 512.3979244232178
34 37 2606.4971631723497 4.6697235107421875 447.74508690834045
34 38 3235.4479411539173 5.724177837371826 551.2049491405487
34 39 2668.2594505815086 5.881137132644653 521.3157634735107
35 36 3101.2356009989508 5.707818508148193 599.8186876773834
35 37 3000.825810341921 5.575792074203491 556.2607960700989
35 38 3199.532953025776 5.648889541625977 677.5535409450531
35 39 2346.326413681018 6.078969478607178 637.4350872039795
36 37 2932.2166286158194 6.503650903701782 1414.5798139572144
36 38 2780.8527876490543 7.384703159332275 1463.5549311637878
36 39 2710.9040948425245 11.559377431869507 1842.1120929718018
37 38 2714.6858170242326 11.142502307891846 1806.9451432228088
37 39 2658.351782777781 15.655696153640747 1477.2292385101318
38 39 2586.7836887923872 10.335423469543457 1829.2748284339905
40 41 3733.5097929165845 2.318674087524414 105.26837015151978
40 42 4621.448462769396 2.4520161151885986 95.67639756202698
40 43 4688.875879980278 2.6263880729675293 112.3358085155487
40 44 5173.487727636477 2.990673780441284 144.41278529167175
40 45 4893.360662376551 2.8986172676086426 148.62824368476868
40 46 4024.466832036874 3.307800054550171 166.07041120529175
40 47 5049.414720717258 3.0288326740264893 165.97855687141418
40 48 4177.437526079713 3.607295513153076 169.72524666786194
40 49 3788.809828976442 3.1141772270202637 155.25496196746826
41 42 4494.854055581041 3.63847017288208 210.5392873287201
41 43 4201.498032140426 3.572169303894043 241.10594654083252
41 44 4842.261149128097 3.936652183532715 253.08843851089478
41 45 4373.495432880934 4.234249114990234 288.7212166786194
41 46 3937.273263945904 5.111405372619629 284.76622915267944
41 47 4714.258964253831 4.441664934158325 271.6840467453003
41 48 3807.41916054436 4.764307022094727 242.20821499824524
41 49 3223.7753288127833 4.704416990280151 290.4841866493225
42 43 4296.980236661349 3.245032548904419 194.08496522903442
42 44 4098.185828485215 3.7429773807525635 217.6974859237671
42 45 3185.2942160241305 3.5496842861175537 252.34453558921814
42 46 3476.507207768479 4.106236457824707 267.43175888061523
42 47 4497.013156835848 4.080970764160156 248.32385110855103
42 48 3649.94994929594 4.377187728881836 254.18603420257568
42 49 3433.6322970372316 5.074561357498169 269.3216166496277
43 44 3895.338912208937 6.594607830047607 532.5194108486176
43 45 3695.9700359367266 5.9587647914886475 652.5967416763306
43 46 3355.098409467415 5.480173587799072 521.6019036769867
43 47 3854.031680504768 4.991126298904419 541.7402067184448
43 48 3068.2558354034845 5.712908506393433 539.8147075176239
43 49 3190.459651354187 5.215230226516724 521.2198717594147
44 45 3245.851638261416 5.562463760375977 640.7164318561554
44 46 3407.1084360999944 5.52904200553894 674.9043927192688
44 47 4468.644992456081 5.607794284820557 664.7254300117493
44 48 3679.3169943914318 6.350037574768066 1027.1299619674683
44 49 3712.448725714418 7.547105550765991 942.0363826751709
45 46 3023.593878486904 10.141093969345093 1400.4746112823486
45 47 3975.0606387506873 13.652166843414307 1352.4918282032013
45 48 3157.429955419696 8.68971848487854 1313.121012210846
45 49 3206.6005361453845 15.3497896194458 1824.6104536056519
46 47 3920.459761672709 14.611874103546143 1348.4725766181946
46 48 2593.4138318464934 17.17090606689453 1484.0798745155334
46 49 3064.685792747657 12.025997638702393 1286.0881147384644
47 48 3729.834432749279 7.9093382358551025 1436.492704153061
47 49 3428.7655531660757 10.952282905578613 1290.4232168197632
48 49 2570.8517716214897 7.8094823360443115 1795.7715706825256
